"","station","valid","lon","lat","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp","vsby","gust","skyc1","skyc2","skyc3","skyc4","skyl1","skyl2","skyl3","skyl4","wxcodes","ice_accretion_1hr","ice_accretion_3hr","ice_accretion_6hr","peak_wind_gust","peak_wind_drct","peak_wind_time","feel","metar"
"92469","AMA","2011-05-30 10:15:00",-101.7059,35.2194,77,57.2,50.43,180,20,NA,29.69,NA,5,28,"CLR","   ","   ",NA,NA,NA,NA,NA,"HZ BLDU",NA,NA,NA,28,160,"2011-05-30 10:14",77,"KAMA 301015Z 18020G28KT 5SM HZ BLDU CLR 25/14 A2969 RMK AO2 PK WND 16028/1014"
"92470","AMA","2011-05-30 10:53:00",-101.7059,35.2194,75.92,57.92,53.65,170,22,NA,29.7,998.7,4,27,"CLR","   ","   ",NA,NA,NA,NA,NA,"HZ BLDU",NA,NA,NA,29,180,"2011-05-30 10:40",75.92,"KAMA 301053Z 17022G27KT 4SM HZ BLDU CLR 24/14 A2970 RMK AO2 PK WND 18029/1040 SLP987 T02440144"
"93327","AMA","2011-07-04 02:00:00",-101.7059,35.2194,80.6,53.6,39.3,10,30,NA,30.03,NA,2,37,"SCT","BKN","   ",NA,2200,10000,NA,NA,"BLDU",NA,NA,NA,37,10,"2011-07-04 01:59",80.6,"KAMA 040200Z 01030G37KT 2SM R04/5000VP6000FT BLDU SCT022 BKN100 27/12 A3003 RMK AO2 PK WND 01037/0159 FRQ LTGICCG CB DSNT W-N-NE MOV S"
"93328","AMA","2011-07-04 02:07:00",-101.7059,35.2194,77,57.2,50.43,40,30,NA,30.05,NA,2,38,"SCT","BKN","   ",NA,2200,10000,NA,NA,"BLDU",NA,NA,NA,38,20,"2011-07-04 02:04",77,"KAMA 040207Z 04030G38KT 2SM R04/4000VP6000FT BLDU SCT022 BKN100 25/14 A3005"
"93329","AMA","2011-07-04 02:07:00",-101.7059,35.2194,77,57.2,50.43,40,30,NA,30.05,NA,2,38,"SCT","BKN","   ",NA,2200,10000,NA,NA,"BLDU",NA,NA,NA,38,20,"2011-07-04 02:04",77,"KAMA 040207Z 04030G38KT 2SM R04/4000VP6000FT BLDU SCT022 BKN100 25/14 A3005 RMK AO2 PK WND 02038/0204 WSHFT 0147 PRESRR CONS LTGICCG CB DSNT W-N-NE MOV S"
"93330","AMA","2011-07-04 02:07:00",-101.7059,35.2194,77,57.2,50.43,40,30,NA,30.05,NA,2,38,"SCT","BKN","   ",NA,2200,10000,NA,NA,"BLDU",NA,NA,NA,38,20,"2011-07-04 02:04",77,"KAMA 040207Z 04030G38KT 2SM R04/4000VP6000FT BLDU SCT022 BKN100 25/14 A3005"
"93553","AMA","2011-07-12 23:45:00",-101.7059,35.2194,82.4,55.4,39.58,260,11,NA,29.97,NA,2.5,20,"SCT","BKN","   ",NA,7500,9000,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,82.4,"KAMA 122345Z 26011G20KT 2 1/2SM BLDU SCT075 BKN090 28/13 A2997 RMK AO2 WSHFT 2325 VIS 2 1/2 S-W-NW"
"93554","AMA","2011-07-12 23:53:00",-101.7059,35.2194,84.02,55.94,38.31,260,6,NA,29.98,1009.6,5,-99,"FEW","BKN","BKN",NA,3400,8000,9500,NA,"BLDU",NA,NA,NA,NA,NA,NA,84.02,"KAMA 122353Z 26006KT 5SM BLDU FEW034 BKN080 BKN095 29/13 A2998 RMK AO2 WSHFT 2325 SLP096 T02890133 10367 20283 55004"
"94261","AMA","2011-08-09 23:19:00",-101.7059,35.2194,84.2,55.4,37.35,260,27,NA,29.88,NA,2,36,"BKN","   ","   ",NA,11000,NA,NA,NA,"-TSRA BLDU",NA,NA,NA,36,270,"2011-08-09 23:15",83.09,"KAMA 092319Z 26027G36KT 2SM -TSRA BLDU BKN110 29/13 A2988 RMK AO2 PK WND 27036/2315 SFC VIS 3 TSB2257RAB02 OCNL LTGICCG W-N SHRA W-N TS W-N MOV E P0000"
"96098","AMA","2011-10-17 20:44:00",-101.7059,35.2194,69.8,39.2,32.72,360,26,NA,29.87,NA,5,35,"FEW","SCT","   ",NA,200,7500,NA,NA,"BLDU",NA,NA,NA,35,360,"2011-10-17 20:41",69.8,"KAMA 172044Z 36026G35KT 5SM BLDU FEW002 SCT075 21/04 A2987 RMK AO2      PK WND 36035/2041 VIRGA NW"
"96099","AMA","2011-10-17 20:53:00",-101.7059,35.2194,68,39.02,34.55,360,27,NA,29.89,1009.1,5,38,"SCT","   ","   ",NA,600,NA,NA,NA,"BLDU",NA,NA,NA,38,360,"2011-10-17 20:49",68,"KAMA 172053Z 36027G38KT 5SM BLDU SCT006 20/04 A2989 RMK AO2 PK WND      36038/2049 PRESRR SLP091 VIRGA SW-NW-N T02000039 53017"
"101153","AMA","2012-01-22 17:59:00",-101.7059,35.2194,57.2,24.8,28.48,280,44,0,29.46,NA,1,55,"CLR","   ","   ",NA,NA,NA,NA,NA,"HZ BLDU",NA,NA,NA,55,280,"2012-01-22 17:59",57.2,"KAMA 221759Z 28044G55KT 1SM R04/1600VP6000FT HZ BLDU CLR 14/M04 A2946 RMK AO2 PK WND 28055/1759"
"101155","AMA","2012-01-22 18:53:00",-101.7059,35.2194,55.94,28.04,34.09,320,39,0,29.56,998.7,1,48,"CLR","   ","   ",NA,NA,NA,NA,NA,"HZ BLDU",NA,NA,NA,59,290,"2012-01-22 18:04",55.94,"KAMA 221853Z 32039G48KT 1SM R04/5000VP6000FT HZ BLDU CLR 13/M02 A2956 RMK AO2 PK WND 29059/1804 SLP987 CU S-W MOV E T01331022"
"101156","AMA","2012-01-22 19:00:00",-101.7059,35.2194,53.6,32,43.61,330,39,0,29.59,NA,1,50,"BKN","OVC","   ",NA,2600,3500,NA,NA,"HZ BLDU",NA,NA,NA,50,330,"2012-01-22 18:58",53.6,"KAMA 221900Z 33039G50KT 1SM R04/5000VP6000FT HZ BLDU BKN026 OVC035 12/00 A2959 RMK AO2 PK WND 33050/1858 SFC VIS 2 PRESRR CU S-W MOV E"
"101157","AMA","2012-01-22 19:15:00",-101.7059,35.2194,48.2,33.8,57.26,320,40,0,29.65,NA,1,54,"FEW","BKN","OVC",NA,2300,3800,5000,NA,"HZ BLDU",NA,NA,NA,54,330,"2012-01-22 19:14",37.72,"KAMA 221915Z 32040G54KT 1SM HZ BLDU FEW023 BKN038 OVC050 09/01 A2965 RMK AO2 PK WND 33054/1914 SFC VIS 2 VIS 1V5 PRESRR CU S-W MOV E"
"101158","AMA","2012-01-22 19:29:00",-101.7059,35.2194,42.8,37.4,81.07,320,35,1e-04,29.69,NA,1,56,"BKN","OVC","   ",NA,2300,3800,NA,NA,"HZ BLDU",NA,NA,NA,56,310,"2012-01-22 19:22",30.78,"KAMA 221929Z 32035G56KT 1SM HZ BLDU BKN023 OVC038 06/03 A2969 RMK AO2 PK WND 31056/1922 SFC VIS 3 RAB17E26 PRESRR CU S-W MOV E P0000"
"101159","AMA","2012-01-22 19:53:00",-101.7059,35.2194,44.06,37.04,76.16,320,30,0.02,29.7,1004.7,1,42,"BKN","BKN","OVC",NA,2300,2800,4000,NA,"-RA BLDU",NA,NA,NA,56,310,"2012-01-22 19:22",33.28,"KAMA 221953Z 32030G42KT 1SM -RA BLDU BKN023 BKN028 OVC040 07/03 A2970 RMK AO2 PK WND 31056/1922 SFC VIS 10 RAB17 SLP047 CU S-W MOV E P0002 T00670028"
"101160","AMA","2012-01-22 20:05:00",-101.7059,35.2194,44.6,37.4,75.68,310,23,0,29.7,NA,1,36,"FEW","BKN","OVC",NA,2200,3800,9000,NA,"BLDU",NA,NA,NA,36,320,"2012-01-22 19:57",35.25,"KAMA 222005Z 31023G36KT 1SM BLDU FEW022 BKN038 OVC090 07/03 A2970 RMK AO2 PK WND 32036/1957 SFC VIS 10 RAE1954"
"101163","AMA","2012-01-22 21:22:00",-101.7059,35.2194,50,28.4,43.03,330,26,0,29.7,NA,5,41,"BKN","   ","   ",NA,2800,NA,NA,NA,"HZ BLDU",NA,NA,NA,41,330,"2012-01-22 21:13",42.03,"KAMA 222122Z 33026G41KT 5SM HZ BLDU BKN028 10/M02 A2970 RMK AO2 PK WND 33041/2113"
"101164","AMA","2012-01-22 21:32:00",-101.7059,35.2194,51.8,28.4,40.25,330,28,0,29.7,NA,5,37,"BKN","OVC","   ",NA,3000,3900,NA,NA,"HZ BLDU",NA,NA,NA,41,330,"2012-01-22 21:13",51.8,"KAMA 222132Z 33028G37KT 5SM HZ BLDU BKN030 OVC039 11/M02 A2970 RMK AO2 PK WND 33041/2113"
"101165","AMA","2012-01-22 21:53:00",-101.7059,35.2194,51.08,26.06,37.54,330,30,0,29.72,1005,3,39,"OVC","   ","   ",NA,3000,NA,NA,NA,"HZ BLDU",NA,NA,NA,43,330,"2012-01-22 21:41",51.08,"KAMA 222153Z 33030G39KT 3SM HZ BLDU OVC030 11/M03 A2972 RMK AO2 PK WND 33043/2141 SLP050 T01061033"
"101221","AMA","2012-01-25 02:53:00",-101.7059,35.2194,35.96,32,85.37,20,18,0.01,30.09,1019.3,5,NA,"OVC","   ","   ",NA,4300,NA,NA,NA,"-TSSN BR",NA,NA,NA,NA,NA,NA,24.96,"KAMA 250253Z 02018KT 5SM -TSSN BR OVC043 02/00 A3009 RMK AO2 TSB47RAB26E51SNB51 SLP193 P0001 60001 T00220000 53045"
"102098","AMA","2012-02-20 19:17:00",-101.7059,35.2194,48.2,12.2,23.09,300,32,0,29.85,NA,4,45,"FEW",NA,NA,NA,8000,NA,NA,NA,"HZ BLDU",NA,NA,NA,45,290,"2012-02-20 19:15",38.7,"KAMA 201917Z 30032G45KT 4SM R04/4500VP6000FT HZ BLDU FEW080 09/M11 A2985 RMK AO2 PK WND 29045/1915 PRESRR TCU W-NW MOV SE $"
"102099","AMA","2012-02-20 19:53:00",-101.7059,35.2194,44.06,26.06,48.87,330,29,0,29.88,1010.9,4,38,"BKN",NA,NA,NA,7500,NA,NA,NA,"HZ BLDU",NA,NA,NA,45,290,"2012-02-20 19:15",33.44,"KAMA 201953Z 33029G38KT 4SM HZ BLDU BKN075 07/M03 A2988 RMK AO2 PK WND 29045/1915 SLP109 T00671033 $"
"102224","AMA","2012-02-25 22:53:00",-101.7059,35.2194,60.98,14,15.68,190,26,0,29.9,1011.3,10,39,"OVC",NA,NA,NA,3000,NA,NA,NA,"BLDU",NA,NA,NA,43,180,"2012-02-25 22:36",60.98,"KAMA 252253Z 19026G39KT 10SM BLDU OVC030 16/M10 A2990 RMK AO2 PK WND 18043/2236 SLP113 T01611100 $"
"102225","AMA","2012-02-25 23:53:00",-101.7059,35.2194,57.92,15.08,18.34,190,28,0,29.89,1011.2,10,38,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,42,190,"2012-02-25 23:05",57.92,"KAMA 252353Z 19028G38KT 10SM BLDU CLR 14/M09 A2989 RMK AO2 PK WND 19042/2305 SLP112 T01441094 10172 20133 56027 $"
"102226","AMA","2012-02-26 00:53:00",-101.7059,35.2194,53.96,15.98,22.02,180,21,0,29.87,1011,10,31,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,37,180,"2012-02-26 00:07",53.96,"KAMA 260053Z 18021G31KT 10SM BLDU CLR 12/M09 A2987 RMK AO2 PK WND 18037/0007 SLP110 T01221089 $"
"102227","AMA","2012-02-26 01:53:00",-101.7059,35.2194,51.98,17.06,24.81,180,19,0,29.89,1011.6,10,29,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,31,190,"2012-02-26 01:24",51.98,"KAMA 260153Z 18019G29KT 10SM BLDU CLR 11/M08 A2989 RMK AO2 PK WND 19031/0124 SLP116 T01111083 $"
"102321","AMA","2012-02-28 17:53:00",-101.7059,35.2194,69.08,35.06,28.49,210,40,0,29.78,1005.2,10,48,"FEW",NA,NA,NA,4000,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,69.08,"KAMA 281753Z 21040G48KT 10SM BLDU FEW040 21/02 A2978 RMK AO2 PK WND 21048/1753 SLP052 T02060017 10211 20117 58027"
"102322","AMA","2012-02-28 18:53:00",-101.7059,35.2194,71.06,32,23.55,210,35,0,29.74,1003.9,3,48,"BKN","BKN","BKN",NA,3200,3900,7500,NA,"BLDU",NA,NA,NA,NA,NA,NA,68.97,"KAMA 281853Z 21035G48KT 3SM BLDU BKN032 BKN039 BKN075 22/00 A2974 RMK AO2 PK WND 21053/1805 SLP039 T02170000"
"102323","AMA","2012-02-28 19:14:00",-101.7059,35.2194,71.6,24.8,17.22,220,38,0,29.73,NA,2,52,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,69.27,"KAMA 281914Z 22038G52KT 2SM BLDU CLR 22/M04 A2973 RMK AO2 PK WND 22052/1911"
"102324","AMA","2012-02-28 19:53:00",-101.7059,35.2194,71.96,24.08,16.5,210,40,0,29.7,1002.4,2,49,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,69.63,"KAMA 281953Z 21040G49KT 2SM BLDU CLR 22/M04 A2970 RMK AO2 PK WND 22054/1934 SLP024 T02221044"
"102325","AMA","2012-02-28 20:00:00",-101.7059,35.2194,71.6,24.8,17.22,210,36,0,29.7,NA,3,49,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,69.27,"KAMA 282000Z 21036G49KT 3SM BLDU CLR 22/M04 A2970 RMK AO2 PK WND 21047/1958"
"102326","AMA","2012-02-28 20:31:00",-101.7059,35.2194,73.4,19.4,12.9,210,36,0,29.68,NA,2.5,48,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,71.05,"KAMA 282031Z 21036G48KT 2 1/2SM BLDU CLR 23/M07 A2968 RMK AO2 PK WND 20048/2029"
"102327","AMA","2012-02-28 20:53:00",-101.7059,35.2194,73.04,19.94,13.36,210,36,0,29.67,1001,2.5,46,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,70.67,"KAMA 282053Z 21036G46KT 2 1/2SM BLDU CLR 23/M07 A2967 RMK AO2 PK WND 20048/2029 SLP010 T02281067 56033"
"102328","AMA","2012-02-28 21:00:00",-101.7059,35.2194,73.4,19.4,12.9,210,34,0,29.66,NA,5,44,"BKN","OVC",NA,NA,3600,4400,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,71.05,"KAMA 282100Z 21034G44KT 5SM BLDU BKN036 OVC044 23/M07 A2966 RMK AO2 PK WND 20044/2054"
"102329","AMA","2012-02-28 21:53:00",-101.7059,35.2194,73.04,8.96,8.26,240,34,0,29.67,1001,4,46,"BKN","OVC",NA,NA,2900,3900,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,70.43,"KAMA 282153Z 24034G46KT 4SM BLDU BKN029 OVC039 23/M13 A2967 RMK AO2 PK WND 24046/2150 SLP010 T02281128"
"102330","AMA","2012-02-28 22:09:00",-101.7059,35.2194,71.6,12.2,10.02,250,36,0,29.67,NA,1.5,44,"BKN","OVC",NA,NA,2700,3400,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,68.93,"KAMA 282209Z 25036G44KT 1 1/2SM BLDU BKN027 OVC034 22/M11 A2967 RMK AO2 PK WND 25044/2208 TWR VIS 5"
"102331","AMA","2012-02-28 22:18:00",-101.7059,35.2194,69.8,12.2,10.66,240,35,0,29.68,NA,1,43,"OVC",NA,NA,NA,2300,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,69.8,"KAMA 282218Z 24035G43KT 1SM R04/P6000FT BLDU OVC023 21/M11 A2968 RMK AO2 PK WND 25044/2208 TWR VIS 2"
"102332","AMA","2012-02-28 22:33:00",-101.7059,35.2194,69.8,12.2,10.66,250,37,0,29.69,NA,0.75,46,"BKN","OVC",NA,NA,1900,3600,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,69.8,"KAMA 282233Z 25037G46KT 3/4SM R04/P6000FT BLDU BKN019 OVC036 21/M11 A2969 RMK AO2 PK WND 25046/2231 TWR VIS 1"
"102333","AMA","2012-02-28 22:53:00",-101.7059,35.2194,68,14,12.27,250,33,0,29.7,1002.5,1,44,"BKN","OVC",NA,NA,2100,3400,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,68,"KAMA 282253Z 25033G44KT 1SM BLDU BKN021 OVC034 20/M10 A2970 RMK AO2 PK WND 25047/2237 SFC VIS 1 1/4 SLP025 T02001100"
"102334","AMA","2012-02-28 23:00:00",-101.7059,35.2194,68,14,12.27,240,34,0,29.7,NA,0.75,43,"BKN","OVC",NA,NA,2100,3800,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,68,"KAMA 282300Z 24034G43KT 3/4SM R04/P6000FT BLDU BKN021 OVC038 20/M10 A2970 RMK AO2 PK WND 24043/2257 SFC VIS 1"
"102335","AMA","2012-02-28 23:10:00",-101.7059,35.2194,68,15.8,13.27,250,30,0,29.71,NA,0.75,44,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,68,"KAMA 282310Z 25030G44KT 3/4SM R04/P6000FT BLDU CLR 20/M09 A2971 RMK AO2 PK WND 26044/2303"
"102336","AMA","2012-02-28 23:23:00",-101.7059,35.2194,66.2,15.8,14.13,250,32,0,29.72,NA,1.5,41,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,66.2,"KAMA 282323Z 25032G41KT 1 1/2SM BLDU CLR 19/M09 A2972 RMK AO2 PK WND 26044/2303"
"102337","AMA","2012-02-28 23:33:00",-101.7059,35.2194,62.6,19.4,18.71,280,34,0,29.75,NA,3,45,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,62.6,"KAMA 282333Z 28034G45KT 3SM R04/3500VP6000FT BLDU CLR 17/M07 A2975 RMK AO2 PK WND 25045/2324 PRESRR"
"102338","AMA","2012-02-28 23:53:00",-101.7059,35.2194,59,17.96,19.99,280,36,0,29.78,1005.5,2,48,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,59,"KAMA 282353Z 28036G48KT 2SM R04/2800VP6000FT BLDU CLR 15/M08 A2978 RMK AO2 PK WND 28048/2347 PRESRR SLP055 T01501078 10233 20150 53033"
"102339","AMA","2012-02-28 23:55:00",-101.7059,35.2194,59,17.6,19.68,280,33,0,29.78,NA,9,49,"BKN",NA,NA,NA,2800,NA,NA,NA,"BLDU",NA,NA,NA,NA,NA,NA,59,"KAMA 282355Z 28033G49KT 9SM R04/2800VP6000FT BLDU BKN028 15/M08 A2978 RMK AO2 PK WND 28049/2355 PRESRR"
"102340","AMA","2012-02-29 00:02:00",-101.7059,35.2194,57.2,17.6,20.99,280,34,0,29.79,NA,2.5,49,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,49,280,"2012-02-28 23:59",57.2,"KAMA 290002Z 28034G49KT 2 1/2SM R04/3000VP6000FT BLDU CLR 14/M08 A2979 RMK AO2 PK WND 28049/2359"
"102341","AMA","2012-02-29 00:53:00",-101.7059,35.2194,53.96,8.06,15.51,270,28,0,29.85,1008.3,4,41,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,49,280,"2012-02-28 23:59",53.96,"KAMA 290053Z 27028G41KT 4SM BLDU CLR 12/M13 A2985 RMK AO2 PK WND 28049/2359 SLP083 T01221133"
"102517","AMA","2012-03-06 23:53:00",-101.7059,35.2194,73.94,26.06,16.76,180,29,0,29.69,1001.6,5,35,"CLR",NA,NA,NA,NA,NA,NA,NA,"HZ BLDU",NA,NA,NA,40,170,"2012-03-06 23:00",71.82,"KAMA 062353Z 18029G35KT 5SM HZ BLDU CLR 23/M03 A2969 RMK AO2 PK WND 17040/2300 SLP016 T02331033 10272 20233 56017"
"102518","AMA","2012-03-07 00:53:00",-101.7059,35.2194,69.98,33.08,25.52,170,29,0,29.7,1002.6,5,36,"CLR",NA,NA,NA,NA,NA,NA,NA,"HZ BLDU",NA,NA,NA,36,170,"2012-03-07 00:51",69.98,"KAMA 070053Z 17029G36KT 5SM HZ BLDU CLR 21/01 A2970 RMK AO2 PK WND 17036/0051 SLP026 T02110006"
"102519","AMA","2012-03-07 01:53:00",-101.7059,35.2194,64.94,42.08,43.26,160,25,0,29.72,1003.7,10,35,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,35,170,"2012-03-07 01:45",64.94,"KAMA 070153Z 16025G35KT 10SM BLDU CLR 18/06 A2972 RMK AO2 PK WND 17035/0145 SLP037 T01830056"
"102520","AMA","2012-03-07 02:53:00",-101.7059,35.2194,60.98,42.08,49.73,170,29,0,29.73,1003.8,10,41,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,43,170,"2012-03-07 02:40",60.98,"KAMA 070253Z 17029G41KT 10SM BLDU CLR 16/06 A2973 RMK AO2 PK WND 17043/0240 SLP038 T01610056 53014"
"102521","AMA","2012-03-07 03:53:00",-101.7059,35.2194,59,42.98,55.24,180,27,0,29.75,1004.3,10,41,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,44,170,"2012-03-07 03:39",59,"KAMA 070353Z 18027G41KT 10SM BLDU CLR 15/06 A2975 RMK AO2 PK WND 17044/0339 SLP043 T01500061"
"102565","AMA","2012-03-08 18:01:00",-101.7059,35.2194,42.8,14,30.68,10,30,0,30.36,NA,7,34,"BKN",NA,NA,NA,8000,NA,NA,NA,"BLDU",NA,NA,NA,34,10,"2012-03-08 18:01",31.55,"KAMA 081801Z 01030G34KT 7SM BLDU BKN080 06/M10 A3036 RMK AO2 PK WND 01034/1801"
"102566","AMA","2012-03-08 18:53:00",-101.7059,35.2194,46.04,14,27.11,20,29,0,30.35,1027.3,7,37,"BKN",NA,NA,NA,8000,NA,NA,NA,"BLDU",NA,NA,NA,38,10,"2012-03-08 18:36",36.16,"KAMA 081853Z 02029G37KT 7SM BLDU BKN080 08/M10 A3035 RMK AO2 PK WND 01038/1836 SLP273 T00781100"
"102567","AMA","2012-03-08 19:00:00",-101.7059,35.2194,46.4,14,26.75,30,27,0,30.35,NA,9,35,"FEW","BKN",NA,NA,200,9000,NA,NA,"BLDU",NA,NA,NA,33,30,"2012-03-08 18:59",36.97,"KAMA 081900Z 03027G35KT 9SM BLDU FEW002 BKN090 08/M10 A3035 RMK AO2 PK WND 03033/1859"
"102568","AMA","2012-03-08 19:25:00",-101.7059,35.2194,46.4,14,26.75,30,25,0,30.34,NA,2.5,37,"SCT",NA,NA,NA,200,NA,NA,NA,"BLDU",NA,NA,NA,38,20,"2012-03-08 19:09",37.31,"KAMA 081925Z 03025G37KT 2 1/2SM BLDU SCT002 08/M10 A3034 RMK AO2 PK WND 02038/1909 VIS 1 1/4V5"
"102569","AMA","2012-03-08 19:32:00",-101.7059,35.2194,44.6,14,28.64,20,28,0,30.34,NA,8,38,"SCT",NA,NA,NA,200,NA,NA,NA,"BLDU",NA,NA,NA,38,10,"2012-03-08 19:31",34.35,"KAMA 081932Z 02028G38KT 8SM BLDU SCT002 07/M10 A3034 RMK AO2 PK WND 01038/1931"
"102570","AMA","2012-03-08 19:53:00",-101.7059,35.2194,46.04,14,27.11,10,29,0,30.36,1027.4,8,35,"SCT",NA,NA,NA,200,NA,NA,NA,"BLDU",NA,NA,NA,38,10,"2012-03-08 19:31",36.16,"KAMA 081953Z 01029G35KT 8SM BLDU SCT002 08/M10 A3036 RMK AO2 PK WND 01038/1931 SLP274 T00781100"
"102571","AMA","2012-03-08 20:53:00",-101.7059,35.2194,44.06,10.04,24.53,20,24,0,30.34,1027.2,9,36,"BKN","BKN",NA,NA,9500,12000,NA,NA,"BLDU",NA,NA,NA,36,10,"2012-03-08 20:48",34.33,"KAMA 082053Z 02024G36KT 9SM BLDU BKN095 BKN120 07/M12 A3034 RMK AO2 PK WND 01036/2048 SLP272 T00671122 58005"
"102572","AMA","2012-03-08 21:53:00",-101.7059,35.2194,44.06,8.96,23.37,30,23,0,30.35,1027.4,10,32,"OVC",NA,NA,NA,9000,NA,NA,NA,"BLDU",NA,NA,NA,36,20,"2012-03-08 21:33",34.52,"KAMA 082153Z 03023G32KT 10SM BLDU OVC090 07/M13 A3035 RMK AO2 PK WND 02036/2133 SLP274 T00671128"
"102573","AMA","2012-03-08 22:53:00",-101.7059,35.2194,44.06,8.06,22.45,20,26,0,30.35,1027.8,10,33,"CLR",NA,NA,NA,NA,NA,NA,NA,"BLDU",NA,NA,NA,34,20,"2012-03-08 22:34",33.96,"KAMA 082253Z 02026G33KT 10SM BLDU CLR 07/M13 A3035 RMK AO2 PK WND 02034/2234 SLP278 T00671133"
"102574","AMA","2012-03-08 23:53:00",-101.7059,35.2194,42.08,8.96,25.22,30,21,0,30.41,1029.8,10,27,"OVC",NA,NA,NA,10000,NA,NA,NA,"BLDU",NA,NA,NA,31,20,"2012-03-08 23:05",32.3,"KAMA 082353Z 03021G27KT 10SM BLDU OVC100 06/M13 A3041 RMK AO2 PK WND 02031/2305 PRESRR SLP298 T00561128 10083 20056 53020"
"103644","AMA","2012-04-14 20:53:00",-101.7059,35.2194,84.02,26.96,12.49,190,31,0,29.5,993.6,10,42,"BKN",NA,NA,NA,3000,NA,NA,NA,"BLDU",NA,NA,NA,47,190,"2012-04-14 20:16",81.04,"KAMA 142053Z 19031G42KT 10SM BLDU BKN030 29/M03 A2950 RMK AO2 PK WND 19047/2016 SLP936 T02891028 58039"
"103645","AMA","2012-04-14 21:53:00",-101.7059,35.2194,84.02,28.04,13.06,210,33,0,29.46,992.2,6,41,"SCT",NA,NA,NA,3400,NA,NA,NA,"HZ BLDU",NA,NA,NA,46,200,"2012-04-14 21:00",81.12,"KAMA 142153Z AUTO 21033G41KT 6SM HZ BLDU SCT034 29/M02 A2946 RMK AO2 PK WND 20046/2100 SLP922 T02891022 TSNO $"
"103646","AMA","2012-04-14 22:53:00",-101.7059,35.2194,82.04,17.96,9.11,210,32,0,29.47,992.4,10,43,"SCT",NA,NA,NA,3500,NA,NA,NA,"BLDU",NA,NA,NA,45,200,"2012-04-14 22:02",79.14,"KAMA 142253Z 21032G43KT 10SM BLDU SCT035 28/M08 A2947 RMK AO2 PK WND 20045/2202 SLP924 T02781078 $"
"103647","AMA","2012-04-14 23:53:00",-101.7059,35.2194,80.06,19.04,10.18,210,26,0,29.47,992.8,10,36,"SCT",NA,NA,NA,3900,NA,NA,NA,"BLDU",NA,NA,NA,43,200,"2012-04-14 23:04",78,"KAMA 142353Z 21026G36KT 10SM BLDU SCT039 27/M07 A2947 RMK AO2 PK WND 20043/2304 SLP928 T02671072 10294 20261 55008 $"
"103648","AMA","2012-04-15 00:53:00",-101.7059,35.2194,77,17.06,10.34,230,21,0,29.48,993.1,8,29,"OVC",NA,NA,NA,3700,NA,NA,NA,"BLDU",NA,NA,NA,38,210,"2012-04-15 00:06",74.89,"KAMA 150053Z 23021G29KT 8SM BLDU OVC037 25/M08 A2948 RMK AO2 PK WND 21038/0006 SLP931 T02501083 $"
"103649","AMA","2012-04-15 01:53:00",-101.7059,35.2194,73.04,19.94,13.36,220,13,0,29.5,993.9,9,NA,"OVC",NA,NA,NA,4100,NA,NA,NA,"BLDU",NA,NA,NA,28,230,"2012-04-15 01:05",70.67,"KAMA 150153Z 22013KT 9SM BLDU OVC041 23/M07 A2950 RMK AO2 PK WND 23028/0105 SLP939 T02281067 $"
